id	page	class	headline	n_words	n_clauses	violation	body
R203	97	EVERGREEN	Design ROBOTS for safety.	276	0		ROBOT parts shall not be made from hazardous materials, be unsafe, cause an unsafe condition, or interfere with the operations of other ROBOTS. Examples of items that  will violate this rule include (but are not limited to):  A.shields, curtains, or any other devices or materials solely designed or used to obstruct or limit  the vision of any DRIVE TEAM members and/or interfere with their ability to safely control their  ROBOT,  B.speakers, sirens, air horns, or other audio devices that generate sound at a level sufficient to be  a distraction,  C.any devices or decorations specifically intended to jam or interfere with the remote sensing  capabilities of another ROBOT, including vision systems, acoustic range finders, sonars, infrared  proximity detectors, etc. This includes imagery on your ROBOT that utilizes or closely mimics  36h11 AprilTags,  D.flammable gasses,  E.any device intended to produce flames or pyrotechnics,  F.hydraulic fluids or hydraulic items,   G.switches or contacts containing liquid mercury,  H.exposed, untreated hazardous materials (e.g., lead weights) used on the ROBOT. These  materials may be permitted if painted, encapsulated, or otherwise sealed to prevent contact.  These materials may not be machined in any way at an event.  I. high intensity light sources used on the ROBOT may only be illuminated for a brief time while  targeting and may need to be shrouded to prevent any exposure to participants. Complaints  about the use of such light sources will be followed by re-inspection and possible disablement  of the device,  J.animal based materials,  K.any device designed to damage or flip competing ROBOTS,  L.devices or conditions that pose an unnecessary risk of entanglement  M.materials that would cause an unsafe condition if released (loose ball bearings, coffee beans,  etc.).
R204	98	EVERGREEN	SCORING ELEMENTS stay with the FIELD.	19	0		ROBOTS must allow removal of SCORING ELEMENTS from the ROBOT and the ROBOT from FIELD elements while powered off.
R205	98	EVERGREEN	Do not contaminate the FIELD.	47	0		ROBOTS may not contain any materials which if unintentionally released would damage the FIELD, other ROBOTS or delay the start of a MATCH due to required  decontamination.  Lubricants may be used only to reduce friction within the ROBOT. Lubricants must  not contaminate the FIELD or other ROBOTS.
R206	98	EVERGREEN	Do not damage SCORING ELEMENTS.	17	0		ROBOT elements likely to contact SCORING ELEMENTS shall not pose a significant hazard to the SCORING ELEMENT.
R207	98	EVERGREEN	No air power on the ROBOT.	37	0		ROBOTS may not use any closed air devices such as but not limited to pneumatic solenoids or cylinders, gas storage vessels, gas springs, compressors, or vacuum  generating devices. Air-filled (pneumatic) wheels are exempt from this rule.  12.3Fabrication
R301	98	EVERGREEN	Legal COTS parts and raw materials can be modified.	22	0		Allowed raw materials and legal COTS parts can be modified (drilled, cut, painted, etc.) as long as no other rules are violated.
R302	98	EVERGREEN	Custom parts can be reused year to year.	7	0		FABRICATED ITEMS created before Kickoff are permitted.
R303	98	EVERGREEN	Custom designs and software can be reused year to year.	9	0		ROBOT software and designs created before Kickoff are permitted.
R304	99	EVERGREEN	SCORING ELEMENTS are not allowed for ROBOT construction.	28	0		Current season SCORING ELEMENTS or replicas of SCORING ELEMENTS are not allowed to be used as part of ROBOT construction or for any  other team supplied SCORING ELEMENTS.
R305	99	EVERGREEN	During an event, work can occur outside of pit hours.	39	0		During an event a team is attending (regardless of whether the team is physically at the event location), the team may work on or practice with their  ROBOT or ROBOT elements outside of the hours that pits are open.
R306	99	EVERGREEN	COTS MECHANISMS have limits.	35	0		COTS MAJOR MECHANISMS (as defined in I301) purposefully designed to complete a game task are prohibited.  Allowed exceptions to this rule are:  A.COTS drive chassis, provided none of the individual parts violate any other rules.
R307	99	EVERGREEN	COTS must be single DoF.	143	0		COTS COMPONENTS and MECHANISMS must not exceed a single degree of mechanical freedom (DoF). Examples of allowed COTS single degree of freedom MECHANISMS and  COMPONENTS are as follows:  A.linear slide kit,  B.linear actuator kit,  C.single speed (non-shifting) gearboxes,  D.pulley,  E.turntable,  F.lead screw, and  G.single DoF gripper.  Allowed exceptions to this rule are:  H.ratcheting devices (wrenches, bearings, etc.),  I. holonomic wheels (omni or mecanum),   J.dead-wheel odometry kits,  K.universal joints  12.4ROBOT SIGN Rules  A ROBOT SIGN is a required assembly which attaches to the ROBOT. A ROBOT SIGN simultaneously identifies  a ROBOT'S team number as well as its ALLIANCE affiliation for FIELD STAFF. Criteria used in writing these  rules include the following:  - Maximize FIELD STAFF'S ability to determine team number and ALLIANCE of a ROBOT,  - Minimize the amount of design challenge in creating ROBOT SIGNS, and  - Increase consistency in displaying ROBOT identification.
